,0,1,2
1002,the 5 star rating is for their foccacia sandwich roast beef or portobello dont order the chicken or the turkey youre boring pretty much any thing here made with dough is above par .,1,0
1003,solid 4 stars probably one of the best pizzas ive had since i moved back to ny you can find  pizza joints but few that make you wanna go back ill be  my inner fat kid demands it .,1,0
1004,my friends and i came here on a tuesday night and we were seated right away we ordered a pitcher of sangria .,1,0
1005,the food is consistent the staff is attentive and its a nice location one of my gotos whether is with my boys or my girl .,1,0
1006,excellent beer food and service .,1,0
1007,the chili paste was not very spicy too sweet and overpowering in the pad led moo krob .,0,0
1008,loved it juicy brisket and yummy mac n cheese great atmosphere and lay out and very friendly staff nice whiskey and bourbon choices if youre into that hope to visit often .,1,0
1009,delish food great atmosphere highly recommend .,1,0
1010,the service was  slow and generally inattentive the food took too long and didnt live up to the menus promise it wasnt terrible by any stretch of the imagination it just wasnt the greatest burger or service for my buck .,0,0
1011,theyre overpriced the menu is deceiving and the food isnt anything special dont waste your time .,0,0
1012,yuck not yuck as in bad but yuck as in this is what i eat at home when i feel very lazy i e paying for this kind of food is retarded .,0,0
1013,i am personally choose pats over genos but you really cant go wrong with either .,1,0
1014,mmm mm good .,1,0
1015,absolutely horrible from start to finish worst dinning experience in ct service was rude food was under cooked management is not accommodating at all save the trip and go somewhere else did i mention pricey they need to get a clue from surrounding resturants .,0,0
1016,the price seems steep until you realize you get a glass of wine bread salad and occasionally a special treat on the house very good stuff .,1,0
1017,fantastic meal absolutely fantastic warm squid salad was exceptional tuscan kale salad was fresh balanced bread was ok striped bass was amazing the waffle dessert with ice cream was badass .,1,0
1018,shoddy service for a crap piece of cheese bread waited 80 min for table and 80 min for our meal at 1 pm outrageous .,0,0
1019,they changed the schedule without advise the customers i arrived there at 1030 and it was closed despite it was like open in website yelp .,0,0
1020,the size of slices are enormous but sauce is not that good .,0,0
1021,go to pm all the time great sandwiches and deli items good to pick up  groceries ct local produce eggs etc everything else comes from the supermarket to save very nice staff great community feel .,1,0
1022,sooooo delicious the lobster mac cheese is the best maccheese i have had in my life excellent service very upscale place everything i had was divine .,1,0
1023,clean fast innovative fresh friendly good portions i ordered the spicy tuna burger every detail was perfected from the buns to the salad topping to the huge piece of tuna i need kobeyaki to expand .,1,0
1024,a lot has changed things used to be much better before pasta came out over cooked and dry soup was lacking flavor ive been coming here for years and it seems like they changed the whole staff overnight not a happy camper .,0,0
1025,i know better than to trust a place that can make paella in 20 minutes but i was hungry so went for it huge portion but far from authentic sigh pluses included the service and free parking decor is very dated .,0,0
1026,tasty tacos are scarce in this town this place definitely deserves  for theirs fresh ingredients plentiful servings and on top of that cheap and quick easy enough to stop by for a snack or stay for a meal do it .,1,0
1027,one hour for delivery are you serious worst of all insipid food you tell me i have to wait an hour for great cuban and ill wait but the churrasco tasted like oil what a huge disappointment .,0,0
1028,this pizza is da bomb it just is we were in jersey this weekend and had to get our  fix it is consistently good and crispy the way it should be check out the new park tavern which in reality is about 75 years young .,1,0
1029,i really liked their shrimp skewer salad fresh avocado tasty shrimp  with papaya my friends had  and were full the rest of the day .,1,0
1030,i really appreciated the owners attempts to reach out to us after a less than stellar visit i think our experience was the exception and not the norm we look forward to returning and trying the burritos everyone raves about .,1,0
1031,delicious food quick service with very friendly staff reasonable prices large portions and complimentary chips and salsa with every order large selection of diet soda which is unusual but appreciated .,1,0
1032,long wait but the food was good i might go again .,1,0
1033,go here as soon as possible the food is fresh and delicious a little on the pricier side but worth it  tip at lunch you get 10 off your check if you sit in the bar area .,1,0
1034,long overdue review one of the places to hit up brunch in nyc why else do they have  reviews pancakes eggs shakes doesnt disappoint the hype a tasty cup of coffee and you can deal with the wait read up the masses agree .,1,0
1035,dead and gone .,0,0
1036,this place is amazing all around came on a weekend and only waited 30 mins not too shabby the pancakes were nice and fluffy and the eggs benedict was amazing i loved how they added green onions to it .,1,0
1037,shit coffee and the owner is a dick was pissed with me when he didnt know what a  latte meant sandwich was ok .,0,0
1038,i went there for a saturday meeting with a friend the atmosphere is great for dating the food is delicious the wines are great i would definitely go back again the service is great the atmosphere is pleasant .,1,0
1039,disappointing meat didnt taste great and wasnt chopped enough pats across the  was better but both were disappointing save your  wiz onions and peppers requests for jims steaks or one of  other places around these tourists traps are simply for tourists .,0,0
1040,definitely a fan of kobeyaki and will visit again just to have the udon soup great service and the atmosphere is like a cafeteria if you dont mind loudness .,1,0
1041,honestly this place wasnt what i expected the place is tiny which is fine but the menu seemed quite limited and its cash only the drink menu was good and the  i had was marvelous in fact i had two .,1,0
1042,these tacos are phenomenal perhaps the only place in nyc where i find the chicken tacos to be better than the  thats insane i didnt even have time take a pic of the chicken taco .,1,0
1043,poor crowd poor management the food is a copy of the nyc food carts and it is more expensive than nyc lack of seating space the hot sauce is watered down version of sriracha .,0,0
1044,great bar great food great service dont miss the pickle back shots or the portobello burger here off the hook but avoid friday and saturday too crowded enjoy .,1,0
1045,bcd is the spot extra spicy tofu soup and complimentary battered fish is delicious i cant say anymore .,1,0
1046,the food was just average but the service was not only slow it was outright rude i am not going back for sure .,0,0
1047,the best burgers ever the milkshakes are delicious and they just got their liquor license .,1,0
1048,best pancakes ive ever had in my life i went with blueberry service was good and we didnt feel rushed go on a weekday cash only .,1,0
1049,the service was non existent after taking our order the waiter disappeared and the food took a really really long time the waiter said it wasnt his fault and the manager could not have cared less the food is not good enough to justify the bad attitude .,0,0
1050,a lot of puertorican but the food is not that goog .,0,0
1051,one of my favorite spots in philly and always a solid choice fits casual and upscale vibes french onion soup dumplings will never steer you wrong .,1,0
1052,do not go here terrible service bad bad customer relations we came here to eat at  they said the kitchen closed at 3pm are you kidding who own this joint hire people who know how to treat your customers ill go take my money elsewhere thanks .,0,0
1053,amazing i have never walked away unhappy the atmosphere is perfect and different excellent for a summer night there is usually a long wait but its always worth it the portions are huge you definitely get a lot for your money .,1,0
1054,figs is amazing ive been a number of times and have had enjoyed each visit .,1,0
1055,they wrap up their burgers so they look like cute asian buns i got the chicken teriyaki burger ive never had anything like it it was quite messy to eat but delicious i would definitely go back and try their other burgers .,1,0
1056,came here to begin a girls night out and it was perfect the tapas style meant we could try a little bit of everything plus we got a pitcher of martinis which was fabulous the atmosphere and decor are awesome ill definitely be going back .,1,0
1057,closed destroyed by fire was one of the best portuguese restaurants in newark hope the  fast other recommendations  do  in belleville and  park nj .,1,0
1058,the food was good not great the side dishes were awesome but what really made the experience was the server sassy older lady who kept cracking jokes had us laughing the whole time i would be back just for another round of   with here .,1,0
1059,the chicken honey biscuit looked incredible but im vegetarian so theres that my semi cold apple pie wasnt worth the hour plus wait .,0,0
1060,wow this place has got to be the most romantic restaurant ive yet to visit so far i had the free range chicken and it was so delicious the retractable roof was the cherry on top of a fabulous dinner and the servers were so nice and helpful .,1,0
1061,hands down the best mexican i have ever had east of the  eat your heart out   .,1,0
1062,its gross and theyre  people if you have to get a cheesesteak go to jims .,0,0
1063,been here twice when visiting new haven the locals seem to love it but every time i come its really slow terrible service and subpar food .,0,0
1064,this place is really charming i had the warm bread and olive oil and coffee to start off and then a panini with parmesan and truffle oil all of it was absolutely delicious and wasnt ridiculously overpriced i will be returning .,1,0
1065,this is perhaps the  brisket ive ever eaten in my life so dry and bland i had to  it in mustard if i ate it there i wouldve returned it .,0,0
1066,great food great drinks great  and good service .,1,0
1067,had a great time beer selection was great wings were awesome staff was very friendly and helpful during the entire stay .,1,0
1068,ive been are several times for lunch and have been pleased each time the gorgonzola burger chicken sandwich and tuna sandwich were all very good the atmosphere is great i look forward to trying it for dinner soon .,1,0
1069,the meatballs are good try the meatball caesar salad with chicken .,1,0
1070,one of my new favorite restaurants in ny healthy crazy delicious affordable nicest staff ever the cold kimchee soba is out of control bonus fact they only play two songs and they loop back and forth between them all night .,1,0
1071,not what it used to be for sure their lobster bisque is great though and i love the pictures of old  rock but for the most part diner like food like this id rather go to pops restaurant in milford .,0,0
1072,well i just got back from blue ribbon great dinner great service cute place im in somewhat a foul mood so i will keep this short go here you will love it if you like sea food ok bye .,1,0
1073,spent 5 hours dining here with my  without being rushed food great sangria awesome trendy without being snobby the place is huge love places like this .,1,0
1074,usually love this place but last time the maitred totally looked me up and down told me it would be an hour wait i cant help it if im pregnant and want to wear sneakers ok they clearly had two tops available .,0,0
1075,i came here for a birthday party on a friday night while i liked the space drink menu and games the waitress was unpleasant maybe she was overwhelmed but thats not an excuse after a few rounds we went next door to whiskey brooklyn .,0,0
1076,pad thai was delicious and service was excellent .,1,0
1077,the piazza is phillys ass and pyt is the  on it .,0,0
1078,great ambiance but the bartender was pretty much useless if you wanted anything not on her menu of six classics how can you work in a bar that specializes in classic cocktails and not know how to make a sazerac .,0,0
1079,good margs .,1,0
1080,service was slow but i loved my tang mimosa and omelet .,1,0
1081,amazing food have to try the cauliflower and the carrot cake .,1,0
1082,this is a pretty good dim sum restaurant although the service is not great the taste is excellent and the price is pretty reasonable .,1,0
1083,i enjoy the spicy food and the secret unique flavors really can be difficult to find a seat as the restaurant and bar area is very small worth it if you go .,1,0
1084,this place has a great pad kee  the decor is interesting and the music is a little strange but overall i was very impressed with the lunch .,1,0
1085,been to this location  and food is  however customer service not so much the staff isnt friendly and it seems as if youre bothering them if youre in between locations choose the other one .,0,0
1086,ill get zero star to their sanitation there were two huge flies flying around the counter and stood on the milk bottles for a few minutes i dont think ill ever get coffee there even it tastes good .,0,0
1087,excellent as usual calamari and brooklyn pizza are great beautiful new  of the restaurant it looks more a restaurant than just a pizzeria but everything comes at a price i heard prices will go up but you pay for quality .,1,0
1088,very good for two mushroom salad fondue uni croquettes rib sashimi risotto foie gras soba the coffee is something else only drawback i love mid century modern sofas but they are not comfortable to eat in .,1,0
1089,try the  with everything it will change your  beer life try the spicy cherry margarita it will blow your face off with spicy goodness try the blueberry pancakes at brunch classic and sooo delish try the bartenders yum .,1,0
1090,food not great not wellprepared seasoning off small portions and overpriced service shabby my friends dinner came twenty minutes after mine place smells like the smoke thanks to the open windows and the folks smoking out front from the bar next door .,0,0
1091,i dont get the hype over these cheesecakes the deli sandwiches are nothing special either ill probably try the cheesecake again but definitely pass on the food .,0,0
1092,a real gem love that the food is locally sourced and the ingredients are of such a high quality the staff is delightful and the beer selection is great love the portobello sandwich .,1,0
1093,was the pizza good sure was it worth waiting an hour and  minutes for no the music was too loud and the staff was lukewarm overall not worth the time and effort .,0,0
1094,we have been three times and each time the food and service were excellent the sides are served family style and each one was great love it there and would highly recommend the restaurant is very pretty inside with a really nice bar cant wait to return .,1,0
1095,food is just ok nothing great about this place service sucks if you are not regulars .,0,0
1096,worth the wait be patient and youll be rewarded although the menu doesnt seem as if there is anything special brunch and pancakes is the way to go i had the chocolate chunk yum and get the bacon wonderful .,1,0
1097,tasteless greasy fortune cookies were excellent .,0,0
1098,best greek food i have had in nyc .,1,0
1099,one of my local favorites for mexican food tacos empanadas soup salchipapas and that spicy peruvian green sauce i love to put on everything someday i might actually try their pizza but so far have been  into the latin food every time .,1,0
1100,worst mexican food ever and i am mexican and from los angeles food wad bland and terrible and worst service ever as a latino i know things might run slower than normal but this was awful service and i could wait to pay and leave .,0,0
1101,service is bad veg food tasted ok non veg was bad .,0,0
1102,great great little place 1 oysters happy hour is hard to beat really friendly staff and good service would recommend to anyone i just went for the first time but ill certainly be coming back often .,1,0
1103,really really great breakfast its a little holeinthewall but ciscos is very clean and attractive inside i cant wait to try it for lunch sometime this is our new goto breakfast joint without a doubt .,1,0
1104,used to be a great diner hasnt been in many years they need to get with the program on what good food tastes like made the  mistake of ordering lasagna there it was totally gross and  .,0,0
1105,never fails to please and run by very nice and generous people while you are waiting for a table during the brunch rush they serve free coffee  ice water french fries etc excellent breakfastbrunch fare at very fair prices love this place .,1,0
1106,friday night at  still lively and delicious .,1,0
1107,rather tired an institution that needs a refresh or call it  .,1,0
1108,wasnt thrilled service was meh and food was just okay prices seemed a little high too for what you got in return only been here once so maybe it was an off night .,0,0
1109,food was terrible rolled up lunch meat is not my idea of an antipasto id pay for at least make it look nice ugh dry bread too it was just really awful all around .,0,0
1110,fancy .,1,0
1111,pricey for a bistro but not for the quality and presentation i love coming here for lunch delicious little  on the table and the cheese shop downstairs is a  also great wine and beer .,1,0
1112,came here late on a monday night and it was packed best guac in the city by far really fun atmosphere and delicious jalepeno  very spicy this place is definitely going to be one of my go to spots .,1,0
1113,good coffee rude hostess .,0,0
1114,love this place i loved a full plate their past restaurant and now i love this place just as much food is delicious great drinks and great atmosphere i recommend the tempeh ruben and beet raviolis they are delicious great outdoor deck for summer nights too .,1,0
1115,if i could give this place no stars even that would not be satisfactory waiter insulted friends about leaving a shitty tip when in actually left a nice 30 tip this has never happened anywhere else and i am severely disappointed with this establishments professionalism .,0,0
1116,the lady that answers the phone has a bad attitude shes very rood and unprofessional she needs serious help  im very disappointed .,0,0
1117,horrible food is okay but the customer service sucks guy on the phone was rude and its not worth the hassle .,0,0
1118,so bad taste and only rice is a lot of portion .,0,0
1119,save the 85 so you dont have to be  plus the waitress compared to the raw egg that came on a spoon you will leave hungry .,0,0
1120,i  buttermilk channel on wednesday and by friday i had 15 take out orders of fried chicken and waffles for my birthday party it was delicious and buttermilk channel was awesome to work with thanks .,1,0
1121,the girls that take your order here are very rude and have an attitude id rather order from city view .,0,0
1122,very friendly downtoearth yet special their french inspired sandwiches and salads are delicious and made with care the wine list is full of wines by the glass and the staff is very knowledgeable i really like this place can you tell im tired .,1,0
1123,the food is consistant and they are always open philly needs more of this eggs cheesteaks etc .,1,0
1124,some of the best tasting soba ive ever had including in japan the service is a bit hit or miss but the food makes up for it they have variety of styles you can have your soba from hot broth hot dipping and cold dipping as well .,1,0
1125,the drinks were overpriced and the bartenders repertoire of drinks was extremely limited .,0,0
1126,nice place for a date very intimate ambiance i like the dim lights and french decor its a small space so its hard to move around i didnt try the food so i will definitely be back to check that out .,1,0
1127,tuesday  30 minute wait line out the door didnt expect this the eggs benedict on a biscuit was delish i think even better than the famous blueberry pancakes worth the wait cash only .,1,0
1128,great food today thanks al .,1,0
1129,you cant miss the lights or the 200 people waiting in line wish i could of got double meat but their way has been working all these years who am i to change it up get the cheese fries too .,1,0
1130,an utter disappointment four great bands i know were scheduled to play there and management cancelled on them an hour before doors opened with no explanation whats worse than a music venue that doesnt treat  appropriately nothing .,0,0
1131,came here for brunch the service was terrible i literally had to get up and get menus for myself because i was sick of  my arms at the inattentive staff the food was completely mediocre huge portions of very bland tasting omelet not worth going back to .,0,0
1132,waiter took my phone while  our table when confronted waiter acted confused and asked was this in my hand i didnt notice taking it although i can not be a 100 certain i think he tried to steal it do not recommend going there .,0,0
1133,wow toms is a great restaurant with top quality food fair prices excellent service nothing foodie about it no  or reduction to be seen thank the lord just yummy yummy food try the  pancakes .,1,0
1134,very good italian food went here for my birthday dinner waiter was very nice bread was good and everybody loved their entrees the place was not loud which made it very enjoyable .,1,0
1135,i am a big fan of this place i love the atmosphere and the bands the food is good and the drinks are better great crowd and the bartenders are awesome .,1,0
1136,food was ok nothing spectacular hostess was rude service indifferent worst of all roaches crawling on steps as we walked out grossed me out will never return .,0,0
1137,last time i ate here the food was way oversalted also its over priced for what you get they need to lower the prices or give you a little more my check is always a little like what where did we go tonight im still in nutley .,0,0
1138,used to be one of my favorite neighborhood places to grab a glass of wine but when i went in tonight at 10pm they wouldnt let me sit at the bar that had plenty of seats without ordering dinner such a shame wont be going back .,0,0
1139,formula for success at blue ribbon raw bar bone marrow fried chicken i pity the fool who doesnt order the bone marrow the thought of that oxtail marmalade is making my mouth water .,1,0
1140,mmm i love uva the place is dimly  and romantic great wine selection and the food is delicious they have probably the best bruschetta ive had in the city and the pasta is consistently good .,1,0
1141,just meh wine by the glass is mediocre and they dont even fill the glass dont try this place on your own i only went there cuz a meetup was there .,0,0
1142,genos has better bread than pats but thats about it in the pats vs genos rivalry pats wins .,0,0
1143,it took them 45 minutes to make a grilled cheese and the cheese was not even melted you couldnt pay me to go back to this place its horrible .,0,0
1144,i would have been really happy but my chicken was undercooked on the inside id definitely try mood cafe it is worth it but just beware of undercooked meat everything else we ordered came out well done .,0,0
1145,really if you want real mexican food you can hit up little mexico on 9th street from passyunk to washington 5 margaritas and every hipster in a 5 block radius from 5pm 7pm it there happy hour you can have your cantina im not that cool .,0,0
1146,overpriced mediocre food with a decor thats nowhere near nice enough to make up for it .,0,0
1147,best cuban restaurant i have ever been to in 2 years food mojitos were fresh and delicious cant wait to go back .,1,0
1148,wow simply awesome went one sunday morning and had to wait 1 12 hours for a table but well worth the wait stuffed french toast was great just call ahead to put your name on the waiting list .,1,0
1149,overpriced great atmosphere and service but the food was marginal you can do better for 60 for two people .,0,0
1150,this place needs to take reservations thats ridiculous not to when they are so busy at 3pm they had over an hour wait for two people waited food was okay i wouldnt wait an hour for it again .,0,0
1151,ok so ive had awesome service over the last few months and the music seems a hair quieter food and drink still great love that the kitchen stays open so late hooray .,1,0
1152,unique menu compared to other italian restaurants fast service watch out that we went at 5 in the afternoon the pasta entrees are good enough for one but could also be shared the veal was small the soda bottles were very small  .,1,0
1153,try the blood orange margaritas as well as the chicken tacos .,1,0
1154,perfect friendly place .,1,0
1155,my favorite local chinese place been ordering here for years always great .,1,0
1156,totally disagree with most yelpers on this place yes to nice decor and loungy vibe no to the food the sauces were too generic and way too sweet the service was a little  as well the typical thai places in the area have better food .,0,0
1157,never made it past the hostess she was so rude we decided to leave and vowed never to return .,0,0
1158,great pancakes .,1,0
1159,this is the only sit down choice in a overcrowded and cramped terminal a i had zero expectation from my meal but with 3 hours to spare there was nothing better around surprisingly mediterranean salad with tuna was very decent and service was passable .,0,0
1160,pros   live music great people watching cons overpriced poorly made food and drink served by  that couldnt give a shit whether you live or die .,0,0
1161,second visit soggy fries ok burger cajun fries very  seasoned we will not return too much competition for our food dollar .,0,0
1162,always busy but worth it for the pancakes small space that works well for groups of 24 blueberry pancakes are the best ive ever had and the service is always  havent tried anything but the pancakes but it is known for that so stick with that option .,1,0
1163,this place is so good but not enough people go here help support them they have amazing food and service .,1,0
1164,very average food there are better  that this i ordered the pistachio  very plain  like it the 3 dips hated it but the bread was good and shrimp pasta was ok wouldnt come back but the place was nice but too loud .,0,0
1165,really good stuff chorizo tacos to die for .,1,0
1166,maybe i was confused but the rooftop bar and the 2 level restaurant seem to have separate  and are not connected anyway i was here on a friday night at the rooftop bar beautiful upscale crowd will be back when im in town .,1,0
1167,good cambodian food and good phnom  noodle soup it small place but good for quick meal my family like it please keep it clean the owner .,1,0
1168,seated within 15 minutes on a saturday night right as the bartender gave us our drinks crab cakes  salmon and grand hells kitchen lounge the chicken was one of the best ive ever had mashed potatoes were perfect .,1,0
1169,rude cashier and a 9 meh sandwich man v food you have failed me if i make it back to philly ill try pats .,0,0
1170,nothing special save your money we ordered the plain red whole pie and were very disappointed tastes like a 5  pie dough was tough to chew sauce and cheese were flavorless very  .,0,0
1171,try the  and the  you wont regret it everything else we had was excellent as well why not 5 stars its just not a 5 star kinda place thats all its friendly its satisfying and it certainly  your thirst its a pub with great food .,1,0
1172,horrible service and sent back food for the first time in my culinary lifetime went to this place on new years day last year and it was excellent went this year on new years day and it was awful terrible bloodies and stale waffles .,0,0
1173,very snobbish waitress and not an accommodating atmosphere food wast all that .,0,0
1174,worst tacos in bk brisket tasted like water breakfast taco also totally  womp womp .,0,0
1175,fun little wine bar on the ues the food is good too the service eh they need to work on it .,1,0
1176,awesome sandwiches on fresh juniors bread great place for an affordable sandwich try a blt with sriracha cheddar and garlic mayo .,1,0
1177,two hour wait for a party of 7 people still they couldnt promise a table we had to leave for another restaurant i give them a rating of one for very poor service .,0,0
1178,the restaurant is small but very nice atmosphere would not recommend for groups larger than 8 food and beverage both very good i only wish the restroom were a bit better lit i would definitely go back .,1,0
1179,heads up there was a huge chunk of meat in my vegetarian chili also i ordered a side of guacamole and the serving was super tiny .,0,0
1180,i cannot believe i got a reservation the day of to this place high end  cuisine that tastes amazing for a reasonable price leaves you  for more  intended the food is just that good .,1,0
1181,thiru my man you the best best best everything samosas roti coconut chutney ask for his specials order ahead give tips dont get scared by  his occasional  if you like spice ask for it youll get it .,1,0
1182,i love love love the pizza here unfortunately i moved out of the fairmount area recently and they dont deliver to where im at now but i enjoyed our time together while it lasted the dinner options are not my favorite but the pizza is really great .,1,0
1183,i went to barbuzzo with my family during restaurant week and it was terrible i dont know if it was just the restaurant week menu but the food was disgusting also our server was not friendly at all .,0,0
1184,the atmoshphere here is one of my favorite in the city very unique choices in food and drink definitely a place i like to stop by for at least a drink if i am in the  .,1,0
1185,i think it is overrated i had a gelato sorbet that was way too gooey and sweet  there is almost nowhere to  few uncomfortable bar stools looks fancy but i get the sense that its much  about nothing .,0,0
1186,i am sitting here now updating my review with their improved free wifi same friendly staff and casual open vibe now  me as i enjoy my ice coffee and croissant .,1,0
1187,little bit pricey but worth it they have really impressive and diversified high quality beer selection and the folks behind the counter know whats up this is my new local beer spot for both bottles to go and  the draft .,1,0
1188,this place rocks the stuffed french toast is phenomenal the meatloaf sandwich was tasty and the  makes the place water full check check on you but not too much check leave there with a smile everytime .,1,0
1189,the food was too salty i had been sick for 2 days the service is ok apparently there are lot of reviews about the salty food but it does not change anything .,0,0
1190,went for lunch today and got the lunch special 6 50 for salad bread entree and a drink is a great deal its even  on saturday we have also had the brick oven pizza also good the pizza slices of regular pizza are the biggest around .,1,0
1191,tried ordering and first person said they could deliver although he may not have understood what we were trying to say when we called back they said they actually dont deliver and it was the frustrating experience of my life get it together .,0,0
1192,love it here bartenders are great popular night spot the pickle back shots are my new favorite thing its a great  place to go for nights when i dont feel like trekking into manhattan .,1,0
1193,very good food here good service nice quiet downstairs or bustling upstairs our top choice for indian food in the area .,1,0
1194,went here based on the reviews here on yelp and was not  greasy chicken limp veggies and overcooked rice maybe we caught them on an off night .,0,0
1195,great german every  they have an awesome  the pub is blah but if you like germanaustrian food theyve got great  and spaetzle sp .,1,0
1196,food was completely ordinary  and the noise level was deafening .,0,0
1197,horrible service i was treated like shit im never going back and wouldnt recommend it food is not even that nice .,0,0
1198,great place the french toast and the pancakes are to die for definitely worth the visit for anyone visiting manhattan .,1,0
1199,the greek salad is to die for love this place great service too .,1,0
1200,this place is overrated the food isnt worth the hour plus wait i have to say the corn is amazing i recommend ordering it to go from the side cafe on elizabeth save time and money .,0,0
1201,im in love with this place the  and salt fish with fried dumplings are on point .,1,0
1202,quick take overrated try to go for dinner and order breakfast items that way you wont have to stand in line for 23 hours good luck .,0,0
1203,there was a line out the door but worth the wait good food and friendly service we were served coffee while waiting outside and cookies with whipped cream it was a nice extra we will definitely go back .,1,0
1204,sadly this is not real ramen and also me n my husband got diarrhea after we ate ramen sorry not recommend this place .,0,0
1205,good meal good value just a little loud the music after awhile will give you a headache tapas appetizers are good and cheep the ricky ricardo ribs are pretty good you definitely have to try the experience .,1,0
1206,great fresh bread from local bakery and super moist and tasty love it .,1,0
1207,what a great and unexpected find we started with the hummus pizza and loved every bite of each dish we ordered .,1,0
1208,great food great delivery .,1,0
1209,nice little wine bar came here for a private gathering perfect space good apps and excellent service .,1,0
1210,you get what you pay for absolutely fresh local and organic ingredients excellent seafood and meat dishes friendly service good cocktails worth the wait happy hour gets out of hand crowded but dinner here never feels rushed or noisy .,1,0
1211,delicious food the ambience was perfect it wasnt too loud or too quiet and the decor was extremely well thought out id go back in a heartbeat great for a date night or dinner with friends it was easy to linger over many dishes and bottles of wine .,1,0
1212,finally found a place with awesome food fast service thank god not to mention inexpensive .,1,0
1213,cheap and good thiru is a great guy to boot .,1,0
1214,alot of  of people on the street alot of history in this place alot of drunk  that can happen and it can all start at the ear inn glad its by my work place .,1,0
1215,more of a tourist attraction than a trusted local spot the steaks are greasy and fatty and make me want to gag .,0,0
1216,byo and pretty loud but all around great place wasnt too impressed with entrees tapas are definitely the way to go goat cheese fritters and beef empanadas are great .,1,0
1217,for under 10 bucks it may be a deal but not a good meal newly opened  is messy not managed well and the staff seem disorganized pizza is fair salad is ok the bread sticks were the big winner .,0,0
1218,my friend and i met here for drinks and apps the other day it was wonderful the prices are very reasonable and the food and wine are delicious .,1,0
1219,best breakfast sandwiches ever best hungover breakfast in burlington .,1,0
1220,are you kidding me people this was breaded greasy crap nothing fresh about it yuck not sure how only the great reviews show up they must pay yelp .,0,0
1221,good food not cheap gets really really loud note dont get seated all the way in the back specially lousy next to the  to the kitchen .,1,0
1222,bone marrow and oxtail marmalade at blue ribbon may be worth breaking your new years  for .,1,0
1223,i cant wait to go back for the lemon ricotta pancakes damn they are good so fluffy and tasty .,1,0
1224,ive gone here twice on sundays ate at the bar the food is fantastic servers are friendly owner always walking around checking on patrons typical bar and grill food but great quality for the price .,1,0
1225,both my  and i had the chicken shwarma very dry to  i doused it in hot sauce which was essentially franks watered down still not good my  also ordered fries there were like 10 on the plate .,0,0
1226,this place is great especially if you have vegetarians with you another one of phillys great lunch spots .,1,0
1227,food and service were ok at best had to come here because line at pepes was too long its been 20 years since i was here not sure i want to come back for another 20 years .,0,0
1228,food and service was great people are super friendly and want to chat with you only small drawback is it gets really loud since they pack the table into a small space especially after 6pm would come back for sure .,1,0
1229,the ramen is freaking amazing but the cockroaches are everywhere the cockroaches are more than the customers .,0,0
1230,cute the creme brulee was yum and although i cant comment much on the wine list i can say the decor and vibe has me excited to come back .,1,0
1231,a solid place for rodizio .,1,0
1232,the lamb shank was excellent the service was wonderful and the atmosphere warm and inviting very cozy everybody in our party of six agreed we would love to return for an  .,1,0
1233,go here for lunch it is not nearly as loud the white sangria was excellent even without alcohol pork was excellent steak is ok as normal id stick with the appetizers .,1,0
1234,amazing if youre a meat lover the pineapple served at the end is incredible the all you can eat meat bbq is fairly priced .,1,0
1235,hostess was so mean my parents were visiting from tokyo and we had a reso but we were so put off by the attitude of the hostess that we decided not to bother going in .,0,0
1236,in terms of standard bbq fare in the ironbound most of these restaurants have a hard time  themselves but not elm st with attention to detail and great customer service the elm st peeps always come through with fresh hot food always served with a smile .,1,0
1237,hot cider overrated but amazing fries good beers and good fried pickles laid back ambiance definitely a really chill spot .,1,0
1238,we went because it was a must in the cheesesteak  but i am glad we also had a pats sandwich which i liked more genos was just ok .,0,0
1239,tableside chefs make up for slow service odd ambience and needless  almost .,0,0
1240,came here and the sangria was good but i asked for pulpo octopus and they gave me squid major let down but what was even worse was it was over cooked and the service is not that great .,0,0
1241,good homey little place for some hearty breakfast .,1,0
1242,bouchon bakery is much better night day difference bigger  and tastier skip this bougie place and go there prime example of yelp gone wrong .,0,0
1243,love this place its a tight fit and loud but thats part of what is great the food is amazing it was one of the best  ive ever had cant wait to go back .,1,0
1244,my friend got food poisoning here last week yuck not only is this place not worth the price or the overcrowding but now you have to risk getting sick here .,0,0
1245,mac cheese on a hot dog genius and delicious the bbq bacon dog is awesome too highly recommend this place good food at school price ive only been able to make it down there once so far but i cant wait to go back .,1,0
1246,hello yelpers good recommendation for a mexican restaurant in philly thanks we had such a delicious meal there tried and love their pollo  .,1,0
1247,i really dont get the rave reviews about this place its nothing but a pretentious joint filled with strollers and folks who have come to taste the pancakes trust me theyre not worth it and neither is the wait .,0,0
1248,got the three cheese melt but that wasnt even enough cheese for me duh what an overpriced unhealthy and hip sandwich shop i would rather get  grilled cheese next time .,0,0
1249,great food ive been there many times the bacon sandwich kicks ass and the chorizo scramble is awesome .,1,0
1250,bomb guacamole tiny spot which gets crowded quickly but the competent friendly staff keeps it together and the big open windows give it an  claustrophobic vibe reasonable prices for the  spicy jalapeno lime margarita seals the deal check .,1,0
1251,this place is only for ice cream do not order a meal from here i ordered a salad and all the ingredients were old it looked gross .,0,0
1252,great neighborhood bar they have a great selection of ever changing craft beer their sunday quizzo is very fun and great for groups i had the roasted artichoke and the  wings both were absolutely delicious and i will definitely be back for more quizzo and food .,1,0
